seen_date,state,city,shape,summary,duration,posted_date
2015-07-04T23:00:00,WA,Puyallup,unknown,"Two bright orange lights moving to the south, southwest.",30-60 seconds,2015-07-06T00:00:00
2015-07-04T23:00:00,CA,East Los Angeles,triangle,We were driving home from downtown L.A. on the 10 fwy headed east.  Fireworks were going off on both sides of the freeway.  Traffic was,1 minute,2015-07-06T00:00:00
2015-07-04T23:00:00,NJ,Rahway,fireball,"One big orange orb like object in the sky's of Rahway, NJ, an hour after 7/4/15 fireworks.",90 seconds,2015-07-06T00:00:00
2015-07-04T23:00:00,WA,Olympia,fireball,"Orange, red, blue, and white brilliant star object hovering for 5 minute.",30 minutes,2015-07-06T00:00:00
2015-07-04T23:00:00,MI,Romulus,light,"A line of at least 8 orange globes slowly flew in formation, eastward near Detroit Metro airport.",unknown,2015-07-06T00:00:00
2015-07-04T23:00:00,NC,Hickory,triangle,3 red lights in an elongated triangle shape hovering over Lake Hickory. Dissipated after about 1 minute.,45 seconds,2015-07-06T00:00:00
2000-01-02T19:00:00,,Tinaquillo (Venezuela),oval,I saw three silver colored lights moving all in the same direction without any sound being heard.,15 seconds,2001-01-03T00:00:00
2015-07-04T23:00:00,MN,Otter Tail,circle,"In Ottertail, MN, a number of red orbs appeared from the southern horizon and moved slowly in a si",15 minutes,2015-07-06T00:00:00
2015-07-04T23:00:00,MI,Saginaw,light,"2 joined balls, bright fiery orange, traveling from west to east across the night sky very fast.",~10 seconds,2015-07-06T00:00:00
2015-07-04T23:15:00,AK,Sitka,oval,"Yellowish oval disk making erratic movements, spotted by airline pilot.",6 minutes,2015-07-06T00:00:00
2015-06-06T23:30:00,NC,Asheboro,other,Orb sank and rose.,5 minutes,2015-06-15T00:00:00
2015-06-07T00:00:00,AB,Edmonton,light,Group of 7 glowing amber lights flying  in the sky.,5 minutes,2015-06-15T00:00:00
2015-06-07T00:30:00,KY,Slade,flash,Satellite-like object zig zags then disappears.,2 minutes,2015-06-15T00:00:00
2015-06-07T01:00:00,IL,Joliet,sphere,Two orange fire balls moving strangely.,1 minute,2015-06-15T00:00:00
2015-06-07T01:00:00,GA,Lawrenceville,triangle,TRIANGLE SHAPED SILVER OBJECT WITH RED AND GREEN LIGHTS SAT SATIONARY IN THE SKY ABOVE MY HOUSE.,45 minutes,2015-06-15T00:00:00
2015-06-07T01:30:00,IN,West Lafayette,light,"Orange light moving slowly, not blinking, stopping for momments, then moving fast in different direction. Too high for a drone, not an",5 minutes,2015-06-15T00:00:00
2015-06-07T01:32:00,AZ,Glendale,formation,Cluster of approximately  20 bright white blinking lights traveled slowly in a westerly direction  over glendale AZ 1:30 am,30 minutes,2015-06-15T00:00:00
2000-06-19T18:30:00,NY,New York,triangle,"Triangular shaped object, bright white on top and fire red on the bottom. It hovered 5,000 agl above hudsoon river nyc",:45,2001-01-03T00:00:00
2015-06-07T02:00:00,AB,Olds,triangle,Two triangles flying in formation.,10 seconds,2015-06-15T00:00:00
2015-06-07T05:23:00,FL,Port Saint Lucie,flash,"Green flash, power surged.",3 seconds,2015-06-15T00:00:00
2015-06-07T17:28:00,OR,Portland,formation,Three highly reflective colinear points tied with a tether.,25 minutes,2015-06-15T00:00:00
2015-06-07T18:07:00,NC,Jacksonville,other,I was sitting on my porch and I took a picture of some flowers. When I looked at the picture and zoomed in I noticed a small saucer.,1 second,2015-06-15T00:00:00
2015-06-07T20:45:00,CT,Oakville,circle,"Lighted object in Oakville, Connecticut.",10 minutes,2015-06-15T00:00:00
2015-06-07T21:18:00,CA,Avenal,light,"3 round lights-I-5 in Avenal, CA (North of Kettleman City).",3 seconds,2015-06-15T00:00:00
2015-07-01T21:00:00,AZ,Goodyear,,"Two bright lights, one light larger in size; had aura.  ((NUFORC Note:  We suspect a sighting of Venus and Jupiter.  PD))",45 minutes,2015-07-03T00:00:00
2015-07-01T21:15:00,,Bangalore (India),light,"It was light which would be 6-10 time bigger than a star visible to naked eye, could not notice the start, but when I saw it was going",3 seconds,2015-07-03T00:00:00
2015-07-01T21:20:00,QC,Gatineau,other,White light with orange cube glow around it heading from west to east.,few seconds,2015-07-03T00:00:00
2015-07-01T22:00:00,AR,Centerton,light,Multiple witnesses to stationary lights hovering. Seen from multiple location in evening sky. ((NUFORC Note:  Venus & Jupiter.  PD)),current,2015-07-03T00:00:00
2000-07-12T00:00:00,ON,Manooth,disk,I'm 14 yrs old and have a interest in ufos. this happen while I was having a stay at my cottage we had just arrived and upacked.  we at,around 1h 30m,2001-01-03T00:00:00
2015-07-01T22:00:00,FL,Summerfield,light,"Looked up to the west, saw very low very bright white lights clustered together,is this a space station?motionless",half hour,2015-07-03T00:00:00
2015-07-01T22:00:00,VT,Montpelier,light,"Red blinking light, movimg in fluid motions, accompanied by zero sound.",7 minutes,2015-07-03T00:00:00
2015-07-01T22:30:00,WI,Phillips,light,Bright light in western sky over Phillips; moves in uneven patterns.,2-3 hours,2015-07-03T00:00:00
2015-07-01T22:45:00,MD,Laurel,light,Two small white lights moving erratically in the night sky.,3 minutes,2015-07-03T00:00:00
2015-07-01T23:00:00,TN,Memphis,disk,"We seen a couple of them, then more came out of nowhere! They were in a circle at first then the started to fly really close. After tha",1 hour,2015-07-03T00:00:00
2015-07-01T23:10:00,AB,Calgary,light,"Saw a green star-like object hovering, then it shot off several kilometers in 1-2 seconds at an incredible speed, hovered & disapeared.",1-2 minutes,2015-07-03T00:00:00
2015-07-01T23:30:00,OH,Crown City,oval,07/01/15 23:30 Driving home from work notice bright light in sky with colors large in size.Pulled over took pictures and video. Honestl,5 minutes,2015-07-03T00:00:00
2015-07-01T23:30:00,WA,Omak,circle,Red lights and blinking light.,1 hour,2015-07-03T00:00:00
2015-07-02T00:30:00,,Bay of Campeche (Mexico),fireball,4 orange stripes in the sky.,4 hours,2015-07-03T00:00:00
2015-07-02T11:00:00,WI,Greenfield,changing,"Strange bronze/copper object slowing flying in the sky, changing shapes, disappears instantly.",few minutes,2015-07-10T00:00:00
2000-07-12T00:00:00,TN,Nashville,sphere,while driving on a backroad two passengers saw a sphere hovering in the sky. It dissapeared in a white flash after 30 minutes.,25:00-25:40,2001-01-03T00:00:00
2015-07-02T21:30:00,KS,Concordia,triangle,"Two stationary bright objects in the northwest sky,  ((NUFORC Note:  Venus and Jupiter??  PD))",30 minutes,2015-07-10T00:00:00
2015-07-02T22:00:00,WI,Elkhorn,circle,"Orange and red orbiting light, soundless, not fireworks.  Stood still high in the sky.  The ""craft"" lights spun around",11 minutes,2015-07-10T00:00:00
2015-07-03T23:00:00,PA,Freeland,circle,"Two orange orbs moving at high rate of speed, no other lights and it did not make any noise.",10 minutes,2015-07-10T00:00:00
2015-07-04T19:45:00,VA,Front Royal,light,"While waiting for fireworks on July 4th, 2015, my family and i witnessed two red lights appear out of nowhere.",45 minutes,2015-07-10T00:00:00
2015-07-04T20:30:00,CA,Gilroy,other,"We were waiting for the city fireworks show that evening. When my friend noticed in the Northeastern sky, three dots that resembled sta",10 minutes,2015-07-10T00:00:00
2015-07-04T21:00:00,NC,Greensboro,unknown,"Green light seen near fireworks Greensboro, NC.",15 minutes,2015-07-10T00:00:00
2015-07-04T21:00:00,GA,Canton,other,"Appeared to be several hundred feet up, traveling silent, looked almost like a campfire with a clear balloon over top.",4 minutes,2015-07-10T00:00:00
2015-07-04T21:00:00,AL,Montgomery,light,"UFO-Montgomery, Alabama.",5 minutes,2015-07-10T00:00:00
2015-07-04T21:00:00,AZ,Tucson,light,Bright lights seen over the Catalina Mtns. north of Tucson,20 minutes,2015-07-10T00:00:00
2015-07-04T21:00:00,NV,Red Rock,sphere,"Orb changing color red/green darting and stopping at about 5,000 feet NE Vegas July 4th.",20 minutes +,2015-07-10T00:00:00
2000-08-20T14:00:00,,,,"it was summer time about 2.00pm clear day,looked to the south and in the sky and there it was a snow white egg shaped obeject it looked",30 seconds,2001-01-03T00:00:00
2015-07-03T21:43:00,OH,Columbus,light,"At church, i witnessed along with many others (i also have video evidence) strange lights in the sky",2-5 minutes,2015-07-10T00:00:00
2015-07-04T23:15:00,PA,Southampton,changing,Orange ball.  No noise.  Grew small and vanished as it drew back.,2 minutes,2015-07-06T00:00:00
2015-07-04T23:20:00,NV,Las Vegas,circle,Silent orange-red light moving SW across the night sky. After two minutes the object vanished from sight.,2 minutes,2015-07-06T00:00:00
2015-07-04T23:20:00,IN,Elkhart,sphere,UFO observing 4th of July activity.,25 minutes,2015-07-06T00:00:00
2015-07-04T23:45:00,ME,Portland,light,My wife and I were on a boat back from cliff island long after the fireworks ended. we noticed an orange light off the port side way up,15 seconds,2015-07-06T00:00:00
2015-07-04T23:45:00,CO,Denver,sphere,"3 low-altitude orange globes, Denver, 4th of July, 2015.",1.5 minutes,2015-07-06T00:00:00
2015-07-04T23:45:00,KS,McPherson,circle,Three very fast moving circular brightly glowing objects.,5 minutes,2015-07-06T00:00:00
2015-07-04T23:45:00,TX,Irving,rectangle,Red and green blinking lights over 4th of July fireworks.  Moved suddenly in reverse direction.,45 minutes,2015-07-06T00:00:00
2015-07-04T23:50:00,CO,Greeley,light,3 bright orange star-looking crafts moving in a triangle formation. One stops in mid-air and slowly fades out of the atmosphere as the,2 minutes,2015-07-06T00:00:00
2015-07-04T23:50:00,NY,Rochester,fireball,"5 orange lights following the same path, seemed to die out as they progressed, seen by five people w/video.",5 minutes,2015-07-06T00:00:00
2000-09-14T20:00:00,OR,Steens Mountains,unknown,"From a remote mountain top in the desert, observed a red strobe light surrounded by many other lights creating specific patterns.",2 hours,2001-01-03T00:00:00
2015-07-04T23:54:00,IL,Godfrey,light,7 oranges lights floating in sky.,3-4 minutes,2015-07-06T00:00:00
2015-07-05T00:00:00,MO,Clarksburg,light,"Object flying through the air, with no sound and very bright red clone shape.",north,2015-07-06T00:00:00
2015-07-04T23:48:00,NY,New York,unknown,Reddish-orange object over New York City.,5 minutes,2015-07-06T00:00:00
2015-06-07T21:29:00,CA,Tehachapi,circle,"Orange balls in the sky, drifting from the west due east; made no sound.",5 minutes,2015-06-15T00:00:00
2015-06-07T21:30:00,CA,La Canada Flintridge,light,"UNKNOWN WEIRD LIGHTS OVER LA CANADA, CA, NEAR JPL NASA.",ON GOING,2015-06-15T00:00:00
2015-06-07T22:20:00,CA,Berkeley,formation,Sequenced lights in Oakland Hills.,30 minutes. On & off,2015-06-15T00:00:00
2015-06-07T23:00:00,WA,Arlington,circle,"Bright light, seen from Arlington facing west looking towards Camano Island area",15 seconds,2015-06-15T00:00:00
2015-06-07T23:30:00,CO,Golden,flash,Bright white strobe light.,15 minutes,2015-06-15T00:00:00
2015-06-08T01:00:00,GA,Smyrna,cigar,((NUFORC Note:  Witness provides no information about the sighting; remains anonymous.  PD)),00.20 seconds,2015-06-15T00:00:00
2015-06-08T21:00:00,FL,Sebring,diamond,Magnificent diamond lights moving and showing off.,1,2015-06-15T00:00:00
2000-09-16T23:00:00,ON,Lansdowne,unknown,"Light, shining through the woods, moving back forth, changing colors.",,2001-01-03T00:00:00
2015-06-08T21:30:00,FL,Kissimmee,light,"Six orange globes grouped in three South of Kissimmee, FL.",30 minutes,2015-06-15T00:00:00
2015-06-08T21:30:00,FL,Poinciana,formation,3 round lights appeared in formation then 3 more next to them lasted about 8 minutes then vanished first set seem to move out of forma,8 minutes,2015-06-15T00:00:00
2015-06-08T21:15:00,FL,Palm Bay,rectangle,Three orange horizontal lights that were stationery in the sky. Looked like this * * *,15 minutes,2015-06-15T00:00:00
2015-06-08T21:30:00,FL,Lake Placid,triangle,"Two sets of orange lights in a triangular pattern, no sound, no movement, slowly pulsing.",30 minutes,2015-06-15T00:00:00
2015-06-08T21:35:00,FL,Davenport,triangle,Two Triangles of Lights Seen Above Davenport FL,5-7 minutes,2015-06-15T00:00:00
2015-06-08T21:45:00,FL,Hunters Creek,formation,2 pairs of 3 orange lights in delta formation in the night.,10 minutes,2015-06-15T00:00:00
2015-07-02T02:55:00,MI,Salie,changing,Several pulsating/flashing lights and entity(ies) seen!,12 minutes,2015-07-03T00:00:00
2015-07-02T15:00:00,IL,Palatine,other,"A grayish square shaped structure floating through the sky in Palatine, Illinois.",2 minutes,2015-07-03T00:00:00
2015-07-02T21:00:00,MN,Makinen,circle,"Clear sky, fireball the size of a basketball in the sky Philo about a thousand feet above the treeline in unison one after another abou",15 minutes,2015-07-03T00:00:00
2015-07-02T21:00:00,NC,Winston-Salem,circle,"2 white lights, one larger than the other.  Hovering, not moving, very bright and low in alt..  ((NUFORC Note:  Venus & Jupiter?  PD))",10 minutes +,2015-07-03T00:00:00
2000-10-15T21:10:00,CA,Middletown,cigar,"I am an engineer and was startled since I have never seen anything like this before. While driving home from shopping, I saw an bright ",1 minute,2001-01-03T00:00:00
2015-07-02T21:25:00,WI,Racine,triangle,"Triangle object, with company in sky.",20 minutes,2015-07-03T00:00:00
2015-07-02T21:10:00,NC,Midland,fireball,Green fireball.,2 seconds,2015-07-03T00:00:00
2015-07-02T21:40:00,IL,Fulton,sphere,Numerous spheres moving across sky.,20 minutes,2015-07-03T00:00:00
2015-07-02T22:15:00,PA,Lock Haven,triangle,Triangle and completely silent.,30 seconds,2015-07-03T00:00:00
2015-07-02T22:45:00,OR,Eagle Point,light,Strange lights over southern Oregon.  ((NUFORC Note:  Probably a sighting of Venus and Jupiter.  PD)),20 minutes,2015-07-03T00:00:00
2015-07-02T23:00:00,PA,York,light,"Multiple silent orange lights seemingly coming from the south, flying a bit to north, and then off to the east.",20 minutes,2015-07-03T00:00:00
2015-07-02T23:56:00,OR,Portland,unknown,Witnessed a craft passing by.,3-4 minutes,2015-07-03T00:00:00
