seen_date,state,city,shape,summary,duration,posted_date
2015-07-21T01:27:00,UT,Midvale,other,5-6 blue transparent lights membrane or wing coneccting them all moved very quickly from ground up outside kitchen window,2-3 seconds,2015-07-23T00:00:00
2015-07-10T22:15:00,OH,Fairborn,sphere,Orange ball of light flying across the sky.,5 minutes,2015-07-17T00:00:00
2015-07-10T22:45:00,NY,East Amherst,triangle,Black triangle with six lights.,20 seconds,2015-07-17T00:00:00
2015-07-10T23:10:00,NC,New Bern,circle,Bright light in the sky.,5 seconds,2015-07-17T00:00:00
2015-07-10T23:35:00,FL,Venice,circle,"2 orange lights following each other, the one in front slowed down to let the other catch up, then disappeared.",3 minutes,2015-07-17T00:00:00
2015-07-11T00:00:00,VA,Hampton,fireball,"I saw what appeared to be a bright round firey object,appear and disappear so fast you would have thought there was another dimension!",2 seconds,2015-07-17T00:00:00
1976-03-24T21:00:00,TX,Houston,disk,"MY SISTER AND MYSELF WERE WALKING TO A FAMILY STORE ABOUT 3 BLOCKS FROM MY HOUSE, WENT WE WERE HALF WAY THERE A SAUSER SHAPE OBJECT APP",5 MINS.,2001-01-03T00:00:00
2015-07-11T01:00:00,FL,Spring Hill,sphere,"Two red glowing spheres. One was stationary in the middle, while the other made a complete circle around it.",3 minutes,2015-07-17T00:00:00
2015-07-11T03:30:00,HI,Oahu,light,Five to six bright lights seen west coast off Oahu.,,2015-07-17T00:00:00
2015-07-11T05:00:00,CA,Lancaster,circle,"Round, solid white, high altitude object moving S to NE over Antelope Valley, CA.  Non specific side to side motion.",15 minutes,2015-07-17T00:00:00
2015-07-11T05:45:00,FL,Davenport,light,"Bright cobalt blue light on a north-east path from Davenport, FL. @ 5:45 AM.",5 minutes,2015-07-17T00:00:00
2015-07-11T09:45:00,FL,Edgewater,sphere,"Orange orb moving N to S off the east coast of Edgewater, FL; normal movement until a sudden burst northly like a shooting star.",5,2015-07-17T00:00:00
2015-07-11T10:00:00,CO,Fort Collins,sphere,White orb zig-zags into cloud to the west of Fort Collins during bright morning.,2 seconds,2015-07-17T00:00:00
2015-07-11T10:40:00,CA,Lake Arrowhead,unknown,"10:40 am over San Bernardino Valley, very bright light for an instant, then again seen further E and moving W, then vanished.",Seconds,2015-07-17T00:00:00
2015-07-21T21:55:00,WI,Milwaukee,light,Saw bright light complete circle around aircraft and then vanish.,30 seconds,2015-07-23T00:00:00
2015-07-21T22:00:00,FL,Holiday,fireball,"Giant fireball over canal in holiday, Florida",1:30 seconds,2015-07-23T00:00:00
2015-07-21T22:00:00,DE,Wilmington,triangle,"Triangular lights seen over Wilmington, DE, heading towards New Castle along 13",30 seconds,2015-07-23T00:00:00
1976-04-15T01:30:00,CA,Riverside,teardrop,Have  not talked about this for years until now after seeing how the goverment keeps saying ufos are`nt real  then why keep quiet.,8 to 10 minutes,2001-01-03T00:00:00
2015-07-21T22:00:00,WA,Tumwater,fireball,About six consecutive brought orange lights moving slowly across sky following each other.,10-20 minutes,2015-07-23T00:00:00
2015-07-21T22:20:00,MI,Detroit,fireball,Single red orange ball over Detroit.,3-5 minutes,2015-07-23T00:00:00
2015-07-21T22:20:00,KS,Mulberry Township,triangle,"Low flying, extremely slow moving triangular craft sighted in rural Kansas.",5-10 minutes,2015-07-23T00:00:00
2015-07-21T22:23:00,VA,Newport News,triangle,Triangular shaped craft with lights on each point hovering in Newport News near Chestnut Avenue and Aberdeen Roadthen shot up and disap,20 minutes,2015-07-23T00:00:00
2015-07-21T22:30:00,WI,Alden Township,light,Three lights that made a triangle.,10-15 seconds,2015-07-23T00:00:00
2015-07-21T23:35:00,FL,Tampa,sphere,"At approximately 11:30 pm, I saw 5 orange/red sphere (or firebalks) slowly moving from north to south accross the eastern sky",3 minutes,2015-07-23T00:00:00
2015-07-22T00:04:00,KY,Louisville,triangle,Me and girlfriend were out on the deck and this large triangle shaped craft flew right over the top of us flying below the clouds.,~1 minute,2015-07-23T00:00:00
2015-07-21T23:57:00,MI,South Haven,light,Strange light and meteor over lake michigan!,20 seconds,2015-07-23T00:00:00
2015-07-11T11:45:00,,Grays (Essex)(UK/England),circle,"Strange orb with lights in the sky.  ((NUFORC Note:  Probably a lens flare, we suspect.  PD))",,2015-07-17T00:00:00
2015-07-11T12:11:00,CA,Sebastopol,light,8 lights in a straight line with 2 flashing red lights hovering over my neighbors house and it slowly moved away and teleported away.,98 minutes,2015-07-17T00:00:00
1978-06-15T01:30:00,MI,Michigan,unknown,in1978 i was riding on back of motorcycle a couple were in front of us. Over a large grouping of trees i a rural area to our left above,northern,2001-01-03T00:00:00
2015-07-11T18:30:00,FL,Orlando,sphere,"Sphere over Orlando, FL  07.11.15.",~15 seconds,2015-07-17T00:00:00
2015-07-11T20:45:00,AZ,Mesa,triangle,"3 fiery colored lights in line that did not flicker, but eventually dimmed, grew bright, then dimmed and zoomed off quickly one-by-one.",10 minutes,2015-07-17T00:00:00
2015-07-11T21:00:00,NY,Farmingville,sphere,Orange ball of light moving fast and low; no sound at all.,2 minutes,2015-07-17T00:00:00
2015-07-11T21:00:00,MA,Waquoit,light,"Unknown lights near Washburn Island, Cape Cod MA",10 minutes,2015-07-17T00:00:00
2015-07-11T21:00:00,VA,Staunton,light,2 orange lights n sky hovered in same spot beside each other moved just a little then disappeared. Then few minutes later 2 more appear,15 minutes,2015-07-17T00:00:00
2015-07-11T21:10:00,NB,Fredericton,light,"Shimmering, preternaturally flying disc seen in front of clouds in Fredericton, N.B..",30 seconds,2015-07-17T00:00:00
2015-07-11T21:15:00,AL,Montgomery,fireball,Fireball in the sky.,9:25,2015-07-17T00:00:00
2015-07-11T21:30:00,PA,Allison Park,fireball,2 speeding fireballs across the sky slowing up as they were overhead then disappeared.,1 minute (each),2015-07-17T00:00:00
2015-07-11T21:45:00,NJ,Northfield,circle,"Two red lights hovering over home in Northfield, NJ",5 minutes,2015-07-17T00:00:00
2015-07-11T21:45:00,WI,Milwaukee,sphere,"Observed 13 different orange/red spheres moving quietly in small groups, east to west, in a dark night sky.",15-20 minutes,2015-07-17T00:00:00
1980-06-01T23:30:00,,France (massif maures southern),light,"vertically ascending bright light going on and off,that at 2 miles high remains on and shoots up int the stars very very very fast",5mins,2001-01-03T00:00:00
2015-07-22T20:15:00,IL,Chicago,light,Bright orange ufo in sky midway area!,5 minutes,2015-07-23T00:00:00
2015-07-22T21:00:00,KS,Kansas City,diamond,I noticed a violet or pale pink over white object hovering in the south sky just under the moon it was diamond shape on top flat bottom,2-3 minutes,2015-07-23T00:00:00
2015-07-22T20:15:00,AZ,Queen Creek,light,3 Bright orange lights in sky.,15 minutes,2015-07-23T00:00:00
2015-07-22T21:00:00,NY,New Paltz,light,"Silent, pulsating, and maneuvering red light in early evening sky.",5 minutes,2015-07-23T00:00:00
2015-07-22T21:05:00,GA,Gainesville,fireball,An orange glowing fireball passed overhead just after dark,90 seconds,2015-07-23T00:00:00
2015-07-22T21:30:00,PA,Southampton,circle,"5 round objects, hovering, flashing lights.",15 minutes,2015-07-23T00:00:00
2015-07-22T22:00:00,LA,Lake Charles,triangle,"While traveling on I-10, we saw three lights, two white and one red, hovering about the highway.",3 minutes,2015-07-23T00:00:00
2015-07-22T22:00:00,NY,Amherst,light,Hovering orange lights.,5 minutes,2015-07-23T00:00:00
2015-07-22T22:00:00,ME,Topsham,circle,"Quick moving, non-blinking light moving across the night sky above Topsham, Maine.",5 minutes,2015-07-23T00:00:00
2015-07-22T23:00:00,FL,Panama City,fireball,"Looking over the Gulf of Mexico, my wife and I witnessed 3 fireball lights hover, blink then appeared miles away from point of origin i",4-5 seconds,2015-07-23T00:00:00
1980-10-01T23:00:00,LA,Homer,disk,bright light becoming near and more intense in rear veiw window of car,?,2001-01-03T00:00:00
2015-07-22T23:00:00,FL,Indialantic,circle,Circular craft at beach.,3 minutes,2015-07-23T00:00:00
2015-07-22T23:45:00,NY,Monroe,disk,"Disk with rounded top and tower-like structure on top, smaller red lights and larger greenish spot light, hovers in place for 30+ mins.",~15 minutes,2015-07-23T00:00:00
2015-07-23T00:00:00,,Leicestershire (UK/England),triangle,Three anti-gravity triangles.  ((NUFORC Note:  We wonder whether this is a serious-minded report.  PD)),1 minute,2015-07-23T00:00:00
,UT,Sugar House,unknown,I am 72 and this started when I was 5-6 and continued through different parts of my life with different events. I have put it off becau,Unknown,
,WA,Washougal,cylinder,"Late 1960's: bright, white, cylinder-shaped light; no noise, shown twice--a few seconds each time on rooftop.",seconds,
2015-07-11T21:50:00,AR,Marion,circle,"Spherical light in sky, moving at inhuman speed, brightens then disapears",15 seconds,2015-07-17T00:00:00
2015-07-11T22:00:00,LA,Winnfield,unknown,"My 6-year old son and I walked outside to the car, and he says, ""Mom, look at that, it doesn't look like a plane.""",8 minutes,2015-07-17T00:00:00
2015-07-11T22:00:00,OH,Cleveland,unknown,"Sonic boom like sounds, followed by possible fireworks or munitions?",10 minutes +,2015-07-17T00:00:00
2015-07-11T22:08:00,OH,Miamisburg,circle,Looking west from Pipestone Village.  One small light appeared to be descending slowly then broke into three objects. Then disappeared.,60 seconds,2015-07-17T00:00:00
2015-07-11T22:15:00,OH,Oregonia,sphere,"My wife, myself and my granddaughter witnessed a large orange orb hovering low in the sky. It changed to 3 orbs disappeared. Then back",3 minutes,2015-07-17T00:00:00
1982-05-07T20:00:00,AR,Bono,unknown,"All of a sudden sleepiness, appesnece of memory, as if it were summoning them.",,2001-01-03T00:00:00
2015-07-11T22:30:00,FL,Orlando,unknown,"3 red lights flying in the sky from different directions, disappearing in the same spot.",5 minutes,2015-07-17T00:00:00
2015-07-11T22:20:00,PA,Chester Springs,circle,Orange glowing objects coming in from the north.,5 minutes,2015-07-17T00:00:00
2015-07-11T22:30:00,PA,New Kensington,light,About 8-10 lights hovering in a non specific formation. One by one the lights began to fade away in the night sky. Last remained visibl,5 minutes,2015-07-17T00:00:00
2015-07-11T22:35:00,FL,Clermont,circle,An orange-amber glow above horizon then disappears.,10 minutes,2015-07-17T00:00:00
2015-07-11T22:45:00,GA,Byron,formation,"We saw orange lights that seemed to appear out of nowhere.  They went in a line, and at one point 3 of them moved into a triangle.",15 minute,2015-07-17T00:00:00
2015-07-11T23:00:00,VA,Hampton,light,Orange flickering light that makes changes in speed and direction and dissapears behind trees into water.,1 minute,2015-07-17T00:00:00
2015-07-11T23:00:00,WA,Fife,light,"I saw six bright orange lights in the sky over Fife, WA.",4 minutes,2015-07-17T00:00:00
,OH,Dover,formation,6 craft total.  One mother ship.,3 hours,
1970-04-15T21:30:00,IL,Chicago,circle,"Reddish orange spheres (3) seen going south to north in a mechanical, straight line trajectory",1 minute,2015-07-06T00:00:00
1974-10-15T20:00:00,TX,Big Sandy,triangle,"Triangle, colored lights, cow mutilations, disappeared.",90 minutes,2015-07-06T00:00:00
1984-09-01T02:00:00,,Dublin (Republic of Ireland),triangle,"it was large ,black or a dark collor,it hoverd over a train station called heuston train station in dublin city where i worked at the t",8 to 10 mins,2001-01-03T00:00:00
2012-10-21T22:21:00,CA,Daly City,oval,I had just arrived home from a nlcs game loss. We got off the car to go inside and I looked up and noticed the oddity of the moon and c,<1 minute,2015-07-06T00:00:00
2014-06-19T04:00:00,,Puerto Aventuras and Tulum (Mexico),disk,"Encounter with grey followed by picture of UFO same day in Tulum, Mexico",10 minutes,2015-07-06T00:00:00
2014-07-04T22:00:00,WA,Seattle,light,Three distinct orange lights moving silently very near to the Lake Union fireworks display.,~5 minutes,2015-07-06T00:00:00
2015-06-19T12:15:00,BC,Kelowna,changing,Took picture of bright orb and on picture you can see faint outline of a disc shape,33 minutes,2015-07-06T00:00:00
2015-06-20T21:40:00,SC,Columbia,fireball,"Soundless oval fireball - first still, then moving rapidly over Southeast Columbia, SC.",20-30 seconds,2015-07-06T00:00:00
2015-07-02T21:50:00,MI,Pinckney,light,"1 very bright light, 2nd smaller & dim.  Appeared as though one was trailing the other.  ((NUFORC Note:  Venus & Jupiter??  PD))",20 minutes,2015-07-06T00:00:00
2015-07-02T21:57:00,WA,Seattle,circle,"Two saucer-shaped objects streak across Seattle sky, captured with camera.",1 second,2015-07-06T00:00:00
2015-07-02T22:00:00,MI,Livonia,unknown,"Four stationary lights visible for two hours off Seven Mile Road, and Newburgh, in Livonia Michigan-July 2, 2015-10:p.m.-12:00a.m.",2 hours,2015-07-06T00:00:00
2015-07-02T22:20:00,IL,Oswego,fireball,Fireball type lights moving in sky,2 minutes,2015-07-06T00:00:00
2015-07-23T09:45:00,CO,Colorado Springs,light,"Gold metallic object hovering in the blue sky.  ((NUFORC Note:  Photo provided of very small, blurry object.  PD))",30 minutes,2015-07-23T00:00:00
2017-04-29T21:00:00,PA,Chambersburg,disk,2 larger than planet size bell/saucer shapes with bright amber/white light emitting from each hovered briefly then vanished.,1 minute,2017-05-06T00:00:00
1985-07-13T00:00:00,,Biala (Bulgaria),disk,((NUFORC Note:  Witness submits a cryptic report regarding the apparent sighting of a disk.  PD)),,2001-01-03T00:00:00
1973-06-13T23:30:00,PA,Wilkes-Barre,disk,ufo abduction,2 minutes,2015-07-03T00:00:00
1976-07-15T13:00:00,MA,Medford,disk,Disk-Shaped silver craft glided over my home.,20 seconds,2015-07-03T00:00:00
1981-11-14T19:30:00,NE,Wahoo,cigar,"Green neon saucer rose from behind trees to the left, rocked back and forth then accelerated over highway to west then vanished.",~1 minute,2015-07-03T00:00:00
2009-07-19T23:00:00,MT,Poplar,disk,"We were near the Arbor at the Pow Wow grounds visiting when I looked up and said, ""I know I'm not the only one who sees that.""",35 minutes,2015-07-03T00:00:00
2012-09-29T06:50:00,VA,Lively,cylinder,"Adult male witnesses very bizarre-looking ""tube-shaped"" object in the vicinity of his home.",2 seconds,2015-07-03T00:00:00
2013-02-15T01:00:00,TX,Houston,flash,Orb in the sky.,2 minutes,2015-07-03T00:00:00
2013-08-07T20:30:00,FL,West Pompano Beach,other,Three objects in close proximity moving in unison split up into three seperate objects witness by several people on TV. with pictures.,4 minutes,2015-07-03T00:00:00
2014-01-16T18:00:00,SC,North Myrtle Beach,fireball,Multiple UFOs appear out of nowhere and disappear.,5 minutes,2015-07-03T00:00:00
2014-08-20T00:00:00,MI,Mount Pleasant,light,"Steady paced but slow-bobbing light, that takes shooting off into the night within seconds.",~1 minute,2015-07-03T00:00:00
2014-11-01T03:00:00,AZ,Cascabels,disk,Blacked Out Disk Silently Traverses Canyon.,5-10,2015-07-03T00:00:00
1986-06-01T19:00:00,NY,New York,triangle,looking at night sky  a large spaceship the size of football field passed overhead humming . A chill ran through me.,3min.,2001-01-03T00:00:00
2015-01-29T15:30:00,MA,Hampton Beach,sphere,I looked at the pictures on my phone of a sundog and noticed there was something else in my photos.,5 minutes,2015-07-03T00:00:00
2015-02-10T16:00:00,NM,Mora,other,This object was behind a cloud with only part of it exposed. I have this photo to this date. It was accidently caught on a photo i took,1,2015-07-03T00:00:00
2015-03-15T12:00:00,AZ,Surprise,oval,Round disk flat bottom with a white aura around it.,picture,2015-07-03T00:00:00
2015-07-11T23:00:00,VA,Roanoke,,I was sitting outside looking at the sky and noticed a fast moving object.Thought at first it was a plane then noticed that it had circ,2 minutes,2015-07-17T00:00:00
2015-07-11T23:10:00,AZ,Lake Havasu City,changing,Lights moving like no air craft at termendous speeds.,10 minutes,2015-07-17T00:00:00
2015-07-11T23:30:00,LA,Garyville,formation,I witness a swarm of orange flickering orbs rising fron the ground into the sky doing some type of dance.,3 minutes,2015-07-17T00:00:00
2015-07-11T23:45:00,OH,Negley,cylinder,"Slow moving cylinder shaped flashing red lights over tree line on Lake Tomahawk, Negley, OH 23:45 07/11/15",Present,2015-07-17T00:00:00
2015-07-12T00:00:00,CA,Anaheim,fireball,Spinning lights completely disappear in Orange County.,3 seconds,2015-07-17T00:00:00
2015-07-12T00:06:00,CA,Westminster,teardrop,We observed a bright pulsing orange light either in the center or under the object.  It moved very slowly and the stopped and hovered.,9 minutes,2015-07-17T00:00:00
2015-07-12T01:00:00,AZ,Utting,light,I was driving at night south of Parker AZ on hwy 72 near Utting AZ and I saw a light on the left of the road I thought was blinking or,20 minutes,2015-07-17T00:00:00
1988-05-15T15:00:00,MD,Edgewood,sphere,"Edgewood, MD boy sees a chrome sphere move laterally across sky and change directions near the Edgewood Arsenal Army base.",45 seconds,2001-01-03T00:00:00
2015-07-12T01:30:00,NH,Tilton,diamond,"I saw a diamond-shaped strobing object streak across the sky, forming a circular pattern (in a matter of seconds) before disappearing.",14 seconds,2015-07-17T00:00:00
2015-07-12T10:30:00,VA,Virginia Beach,fireball,I was at work at the oceanfront taking the trash out and saw This flying around! It flew towards me then just hovered for a minute and,3 minutes,2015-07-17T00:00:00
2015-07-12T10:40:00,SC,Charleston,light,Three bright white lights moving across the sky stopped abruptly and formed into a triangle and then an L shaped formation.,25 minutes,2015-07-17T00:00:00
2015-07-12T11:06:00,GA,Dublin,circle,I saw a very bright low-hovering red and yellow oval craft.,15 seconds,2015-07-17T00:00:00
2015-07-12T18:00:00,,Lebanon (Middle East??),disk,((HOAX??))  Photographing/circular disk/flying /sky.,few seconds,2015-07-17T00:00:00
2015-07-02T22:40:00,,Ahmedabad (India),sphere,I saw an unidentifiable moving object with red light in between the sphere in the sky.,10 seconds,2015-07-06T00:00:00
2015-07-02T23:43:00,LA,Walker,disk,"Driving south on hwy 447 bright orange saucer type object right above springfield subdivision, no sound ,hoovered 2 minutes at about 30",2+ minutes,2015-07-06T00:00:00
2015-07-03T19:47:00,OH,Columbus,light,Lights blinked and hovered before disappearing.,1 minute,2015-07-06T00:00:00
2015-07-03T21:00:00,AL,Elberta,fireball,Two bright orange fireballs moving from north to south at a high rate of speed.,1-2 minutes,2015-07-06T00:00:00
2015-07-03T21:00:00,GA,Flowery Branch,flash,I was at the Sterling Lake fireworks show tonight and there was an plethora of ufos or drones in the sky. We counted at least 39 of the,90 minutes,2015-07-06T00:00:00
,TX,Timpson,light,"Round lights,blMulticolored lights moving in circles on and around reswidence",1hour 30 min,
2015-07-03T21:20:00,NY,Phoenix,sphere,Ball of light seen in night sky.,15 minutes,2015-07-06T00:00:00
2015-07-03T21:30:00,RI,Pawtucket,light,Possible UFO or military aircraft above McCoy Stadium after the Pawtucket Red Sox - Scranton Willkes-Barre Rail Riders baseball game.,~30 minutes,2015-07-06T00:00:00
2015-07-03T21:30:00,IL,Algonquin,light,"5 Yellow/Orange moving lights seen in sky over Algonquin, Illinois.",3-5 minutes (each),2015-07-06T00:00:00
2015-07-03T21:45:00,ME,Old Orchard Beach,circle,"We were watching the fireworks show at the beach, (what I assumed was) a plane flew into the general vicinity so they actually stopped",15 minutes,2015-07-06T00:00:00
2015-07-03T21:50:00,VT,Montpelier,light,"Red single light object, stationary with quick changing travel patterns to other locations.",20 minutes,2015-07-06T00:00:00
2015-07-03T21:50:00,IL,Niles,light,"Flying object, with alternating randomly alternating red and green lights and a blinking white light.  29 second recorded video.",3-6 minutes,2015-07-06T00:00:00
2015-07-03T22:00:00,MO,Weldon Spring,circle,Orange light appeared suddenly in the sky. It appeared to be much farther away than a commercial aircraft that was also within view. Tr,45 seconds,2015-07-06T00:00:00
2015-03-24T02:45:00,NC,Browns Summit,diamond,"Diamond shape, ruby red, long yellow ""kite tail"", moving upward at incredible speed.",3-4 seconds,2015-07-03T00:00:00
2015-05-24T21:00:00,CA,Visalia,disk,"It was  an orange color and not flashing, and when first noticed the object was moving from the North heading South bound. The object s",5-10 minutes,2015-07-03T00:00:00
2015-05-24T21:37:00,CA,Visalia,disk,"Bright glowing object, seen by 4 people, manuvuer and leave at unbeleivable rate of speed.",5 minutes,2015-07-03T00:00:00
,CA,Running  Springs,disk,Around 7 pm on a tues in oct 1966 on my way home from work   while driving up the rim of the world high way or highway 18 from skyfores,20 min,
2015-06-07T02:30:00,SC,McCormick,circle,"Bright Light Moving over McCormick, SC.",30-45 seconds,2015-07-03T00:00:00
2015-06-13T20:08:00,MN,Boundary Waters,unknown,"Observed 3 times an object passing across the sky, strange lights and movement patterns.",15-30 minutes,2015-07-03T00:00:00
2015-06-14T21:00:00,ME,Rockland,triangle,UFO.,4,2015-07-03T00:00:00
2015-06-16T08:05:00,OR,Banks,circle,Orb shaped object in south eastern sky over Oregon.  ((NUFORC Note:  Lens flare.  PD)),1 minute,2015-07-03T00:00:00
2015-06-17T21:25:00,PA,Nazareth,light,"5-7 very unusual lights were seen hovering in a formation, then disappeared right before our eyes.",30 seconds,2015-07-03T00:00:00
2015-06-19T02:30:00,AZ,Yuma,formation,As I was driving down I-8 W at about 2:30 hrs I noticed a UFO flying in parabolic fashion with the convex point at the highway.,2 minutes,2015-07-03T00:00:00
2015-06-20T00:15:00,NJ,Spring Lake,light,Two orange lights seen flying over the Atlantic Ocean and vanishing in seconds,20 seconds,2015-07-03T00:00:00
2015-06-20T12:05:00,ON,Alexandria,circle,Pink/Red circle with a white spot inside.,,2015-07-03T00:00:00
2015-06-20T22:30:00,SC,McCormick,circle,"Another Bright Light Over McCormick, SC.",30-45 seconds,2015-07-03T00:00:00
2015-06-22T00:00:00,PA,Aspers,light,Orange/amber light approx 200 ft off the ground and effortlessly paces vehicle.  Same light appears within close proximity 3 nights.,3 hours,2015-07-03T00:00:00
1969-08-15T01:00:00,AZ,Unknown,circle,We saw a glowing yellow gold object 50 to 100 yards in diameter hovering above us as though wanting to communicate.,1-3 minutes,2000-12-20T00:00:00
2015-07-12T19:45:00,CO,Mead,triangle,Lights where very bright no sound.,10 minutes,2015-07-17T00:00:00
2015-07-12T20:35:00,VA,Stafford,triangle,"I noticed a bright orange light coming up from the trees, then another and then another in a straight line. They would go diagonal  int",6 minutes,2015-07-17T00:00:00
2015-07-12T20:35:00,NY,New York,circle,Unusual dark craft moving slow across the sky in the bronx.,12 minutes,2015-07-17T00:00:00
2015-07-12T21:00:00,FL,Homestead,circle,((HOAX??)) About 8 or so fire red lights circled the sky and disappeared and reappeared for about 10 minutes.,10 minutes,2015-07-17T00:00:00
2015-07-12T21:10:00,MI,Canton,triangle,Observed craft 4-6 minutes in one spot.  Body was perfect triangle with leading lights at each corner.  Lights pulsating red and white.,5 minutes,2015-07-17T00:00:00
2015-07-12T21:15:00,SC,Anderson,teardrop,Bright white Lights.  No flashing qualities of comm. aviation.  1 mi. ahead from coordinates in car when images were taken.,55 seconds,2015-07-17T00:00:00
2015-07-12T21:35:00,NY,Syracuse,fireball,"Glimmering, silent orange disc",3 minutes,2015-07-17T00:00:00
2015-07-12T21:38:00,PA,Laurys Station,sphere,"Orange sphere, as it turned there was a trail behind it.",3 minutes,2015-07-17T00:00:00
2015-07-12T22:00:00,MI,Clinton,unknown,2 White Lights appearing nightly in SE Michigan Sky - appear to change color & shape.  ((NUFORC Note:  Venus and Jupiter?  PD)),Hours (nightly),2015-07-17T00:00:00
2015-07-12T22:00:00,NY,North Tonawanda,triangle,Red pulsing lights in triangular shape moving in northeastern sky.,<10 minutes,2015-07-17T00:00:00
1970-07-13T19:00:00,PR,Barranquitas,other,"The object that I saw, up close and personal,chose me.  It did'nt just fall from the sky. It was put there.",1 minute,2000-12-20T00:00:00
2015-07-12T22:00:00,CA,Huntington Beach,,"From my backyard in Huntington Beach, CA, at about 22:00 hours, looking in the direction of about 30 degrees above east-south-east, I o",1 second,2015-07-17T00:00:00
2015-07-12T22:00:00,RI,Narragansett,fireball,"Extremely bright reddish orange pod/egg-shaped obj. moving NE over Narragansett Bay near Ocean Rd; followed coast, then E.",5-10 minutes,2015-07-17T00:00:00
2015-07-03T22:00:00,WA,Post Falls,light,Red/Green light over fireworks show.,30 minutes,2015-07-06T00:00:00
2015-07-03T22:00:00,CO,Westminster,circle,Watching fireworks on my roof with my husband when from the south of Westminster 5 round bright orange objects streamed across the sky,2 minutes,2015-07-06T00:00:00
2015-07-03T22:00:00,NY,Henderson Bay,light,Objects over Lake Ontario.,5 minutes,2015-07-06T00:00:00
2015-07-03T22:03:00,PA,Altoona,fireball,Strange Fireball with no Sound and Pausing in the night sky.,3 minutes,2015-07-06T00:00:00
2015-07-03T22:15:00,MI,Tyrone Township,sphere,Red pulsating light adjacent to Saturn and Venus.,5 minutes,2015-07-06T00:00:00
2015-07-03T22:15:00,MI,Bangor and Bloomingdale,formation,5 Steady Pink/Red Lights in Zig-Zag Formation,6 minutes,2015-07-06T00:00:00
2015-07-03T22:18:00,OR,Lakeside,fireball,"Orange orb (fireball) over Ten Mile Lake, in Lakeside, OR; moving toward the coast, then south.",4-5 minutes,2015-07-06T00:00:00
2015-07-03T22:30:00,IL,North Aurora,other,"Fire-propelled, non-lantern, non-drone UFO very visible and caught on video.",5 minutes,2015-07-06T00:00:00
1972-09-03T15:00:00,PR,Mayaguez,oval,"It came out of nowhere as I stood in the open lot, I just stood there in awe, unable to  move, a 12 years old witnessing a once in a li",00:05,2000-12-20T00:00:00
2015-07-03T22:30:00,NE,York,light,"Two flickering orange objects sighted twice over in 1.5 hours time over York, Nebraska.",3 minutes,2015-07-06T00:00:00
2015-07-03T22:47:00,IN,Fairland,light,WAS WATCHING THE FIREWORKS SHOW AT INDIANA GRAND CASINO WHEN I NOTICED A LIGHT HOVERING IN THE SKY AROUND THE SHOW.,30 minutes,2015-07-06T00:00:00
2015-07-03T22:50:00,MI,Marquette,light,Red star light object moved suddenly.,1-2 minutes,2015-07-06T00:00:00
2015-07-03T23:00:00,NC,Nags Head,light,"Three bright red lights traveling over ocean, Nags Head, NC.",3-4 minutes,2015-07-06T00:00:00
2015-06-22T06:30:00,WA,Ritzville,disk,"Large disc-shaped craft seen from aircraft near Ritzville, Wa.",5-6 minutes,2015-07-03T00:00:00
2015-06-22T14:00:00,WA,Puyallup,unknown,If just was dark for a few seconds. we did not hear a air liner outside.,1 second,2015-07-03T00:00:00
2015-06-22T20:02:00,CA,Long Beach,egg,"Double egg shape with gold like mid section.  ((NUFORC Note:  Image in video looks to us to be a jet aircraft, at mid altitude.  PD))",15 minutes,2015-07-03T00:00:00
2015-06-22T20:02:00,CA,Long Beach,,White double egg like shaped object with a gold midsection.,4 minutes,2015-07-03T00:00:00
2015-06-22T22:00:00,AZ,Sedona,triangle,"2 triangle shape amber colored UFOs, making a turn in unison, are witnessed by 7 ppl. in Sedona, AZ",2 minutes,2015-07-03T00:00:00
2015-06-22T23:00:00,WV,Cameo,other,I walked out in my back yard and looked up at the stars. There was only 1 cloud in the sky almost strait  overhead. I would look back o,5 minutes,2015-07-03T00:00:00
1989-06-15T00:00:00,MO,Kansas City,changing,"Tumbling, white object which appeared to be disintegrating.",20 seconds,2001-01-03T00:00:00
2015-06-23T01:00:00,MI,Grand Rapids,triangle,"Four white triangular objects with green lights underneath, closely followed by a smaller, circular, white object, looked like a star.",30 seconds,2015-07-03T00:00:00
2015-06-23T01:30:00,MT,Trout Creek,fireball,2 witnesses see a bright neon green fireball with a tail seen in the sky over Montana.,5 seconds,2015-07-03T00:00:00
2015-06-23T18:21:00,NY,Forest Hills,circle,"A circular craft came from North to my house yard. Spinning counter clock wise . 25' to 30'  object, haze around. 2:00 event.",2:00 minutes,2015-07-03T00:00:00
2015-06-23T18:21:00,NY,Forest Hills,circle,"Circular craft came from North spinning, settled on ground 2:00 minutes, no spin. Take off high speed. 5 pictures only.",2:00 minutes,2015-07-03T00:00:00
2015-06-23T21:00:00,MO,Union,changing,"Around 9 pm in the town of Union, MO, on the night of June 23, 2015, there were two to three lights at various time.",1 hour,2015-07-03T00:00:00
2015-06-23T22:35:00,OH,Blue Ash,unknown,"Two abnormal red lights, one pulsing, extremely loud.",10 seconds,2015-07-03T00:00:00
2015-07-12T22:10:00,IL,Highwood,unknown,"Light red coming from est to west, turn left and go nort-est. Color red turn orange , and changed white. Sky clear and temperature 70 f",3 minutes,2015-07-17T00:00:00
